,car_type,location,brand,model,version,year,fuel_type,transmission_type,distance_driven,price
5694,-,Bangalore,Land,Rover Discovery Sport,TD4 HSE 7S,2019,Diesel,Automatic,"40,000 kms",47.75 Lakh
5695,-,Bangalore,Hyundai,Grand i10,Sportz,2015,Petrol,Manual,"43,017 kms",4.75 Lakh
5696,-,Bangalore,BMW,X1,sDrive 20d xLine,2013,Diesel,Automatic,"47,000 kms",16.45 Lakh
5697,-,Bangalore,Skoda,Rapid,1.6 TDI Ambition Plus,2013,Diesel,Manual,"77,000 kms",4.65 Lakh
5698,-,Bangalore,Hyundai,Grand i10,Sportz,2015,Petrol,Manual,"32,000 kms",5.45 Lakh
5699,-,Bangalore,Mercedes-Benz,New C-Class,Progressive C 220d,2018,Diesel,Automatic,"18,000 kms",39.75 Lakh
5700,-,Bangalore,Hyundai,Grand i10,Magna AT,2009,Petrol,Automatic,"39,050 kms",3.29 Lakh
5701,-,Bangalore,Maruti,Celerio,ZXI AMT,2019,Petrol,Automatic,"25,000 kms",5.75 Lakh
5702,-,Bangalore,Hyundai,i20,1.2 Spotz,2017,Petrol,Manual,"50,000 kms",6.95 Lakh
5703,-,Bangalore,Hyundai,Santa Fe,4WD AT,2014,Diesel,Automatic,"1,10,000 kms",14.25 Lakh
5704,-,Bangalore,Maruti,Baleno,1.2 Zeta,2019,Petrol,Manual,"23,000 kms",7.45 Lakh
5705,-,Bangalore,BMW,X1,sDrive 20d xLine,2012,Diesel,Automatic,"74,500 kms",8.75 Lakh
5706,-,Bangalore,Audi,A4,2.0 TDI 177 Bhp Technology Edition,2012,Diesel,Automatic,"56,000 kms",11.5 Lakh
5707,-,Bangalore,BMW,6 Series,650i Coupe,2008,Petrol,Automatic,"68,000 kms",20 Lakh
5708,-,Bangalore,Nissan,Micra Active,XL,2015,Petrol,Manual,"57,747 kms",3.95 Lakh
5709,-,Bangalore,Skoda,Rapid,1.6 MPI Ambition BSIV,2017,Petrol,Manual,"56,500 kms",8.1 Lakh
5710,-,Bangalore,Ford,Ecosport,1.5 TDCi Titanium Plus BSIV,2016,Diesel,Manual,"86,000 kms",7.5 Lakh
5711,-,Bangalore,Ford,Figo,Diesel EXI,2015,Diesel,Manual,"1,07,654 kms",3.63 Lakh
5712,-,Bangalore,Hyundai,Grand i10,1.2 CRDi Magna,2017,Diesel,Manual,"44,433 kms",6.35 Lakh
5713,-,Bangalore,Maruti,Alto K10,2010-2014 VXI,2013,Petrol,Manual,"72,735 kms",2.96 Lakh
5714,-,Bangalore,Maruti,Swift,AMT VXI,2018,Petrol,Automatic,"39,832 kms",6.8 Lakh
5715,-,Bangalore,Ford,Figo,Diesel ZXI,2012,Diesel,Manual,"72,809 kms",3.5 Lakh
5716,-,Bangalore,Hyundai,Grand i10,Magna 1.2,2010,Petrol,Manual,"62,062 kms",3.25 Lakh
5717,-,Bangalore,Toyota,Innova Crysta,2.4 GX MT,2017,Diesel,Manual,"70,071 kms",16.75 Lakh
5718,-,Bangalore,Renault,KWID,RXT Optional,2016,Petrol,Manual,"51,012 kms",3.5 Lakh
5719,-,Bangalore,Maruti,Ciaz,VDi Plus SHVS,2016,Diesel,Manual,"1,35,322 kms",5.8 Lakh
5720,-,Bangalore,Volvo,S60,D5 Summum,2014,Diesel,Automatic,"35,973 kms",17.9 Lakh
5721,-,Bangalore,Honda,Brio,S MT,2013,Petrol,Manual,"31,000 kms",3.95 Lakh
5722,-,Bangalore,Maruti,Ritz,ZXi,2010,Petrol,Manual,"72,418 kms",3.39 Lakh
5723,-,Bangalore,Hyundai,Verna,VTVT 1.6 SX,2017,Petrol,Manual,"37,835 kms",9.25 Lakh
5724,-,Bangalore,Mitsubishi,Pajero,2.8 GLX Sports,2007,Diesel,Manual,"1,61,511 kms",7.25 Lakh
5725,-,Bangalore,BMW,5 Series,520d Sedan,2011,Diesel,Automatic,"1,50,000 kms",13.5 Lakh
5726,-,Bangalore,Honda,Amaze,VX i-Vtech,2015,Petrol,Manual,"57,000 kms",5.5 Lakh
5727,-,Bangalore,MG,Hector,Smart Diesel MT,2021,Diesel,Manual,"5,995 kms",19.91 Lakh
5728,-,Bangalore,Ford,Figo,Diesel ZXI,2012,Diesel,Manual,"72,809 kms",3.5 Lakh
5729,-,Bangalore,Renault,KWID,RXT Optional,2016,Petrol,Manual,"51,012 kms",3.5 Lakh
5730,-,Bangalore,Hyundai,Grand i10,Magna 1.2,2010,Petrol,Manual,"62,062 kms",3.25 Lakh
5731,-,Bangalore,BMW,5 Series,530d Highline,2010,Diesel,Automatic,"57,800 kms",12.5 Lakh
5732,-,Bangalore,Hyundai,i20,1.2 Asta,2012,Petrol,Manual,"36,000 kms",4.75 Lakh
5733,-,Bangalore,Maruti,Celerio X,AMT ZXI BSIV,2018,Petrol,Automatic,"14,000 kms",5.45 Lakh
5734,-,Bangalore,Volkswagen,Polo,1.2 MPI Highline,2015,Petrol,Manual,"61,865 kms",5.5 Lakh
5735,-,Bangalore,Volkswagen,Polo,1.2 MPI Highline,2017,Petrol,Manual,"35,619 kms",6.95 Lakh
5736,-,Bangalore,Volkswagen,Vento,Petrol Trendline,2010,Petrol,Manual,"74,000 kms",3.55 Lakh
5737,-,Bangalore,Volkswagen,Ameo,1.5 TDI Highline AT,2017,Diesel,Automatic,"61,183 kms",6.5 Lakh
5738,-,Bangalore,Maruti,Swift,ZXI 2018,2018,Petrol,Manual,"14,000 kms",6.75 Lakh
5739,-,Bangalore,Maruti,Celerio,VXI AT,2015,Petrol,Automatic,"36,000 kms",4.15 Lakh
5740,-,Bangalore,Maruti,Baleno,Zeta,2019,Petrol,Manual,"31,118 kms",7.85 Lakh
5741,-,Bangalore,Mahindra,Marazzo,M4,2018,Diesel,Manual,"54,400 kms",10.65 Lakh
5742,-,Bangalore,Hyundai,Grand i10,Asta Option AT,2016,Petrol,Automatic,"40,000 kms",5.75 Lakh
5743,-,Bangalore,Honda,CR-V,2.4L 4WD AT,2014,Petrol,Automatic,"96,000 kms",12.35 Lakh
5744,-,Bangalore,Maruti,Swift,VXI,2015,Petrol,Manual,"59,729 kms",5.75 Lakh
5745,-,Bangalore,Renault,KWID,1.0 RXT 02 Anniversary Edition,2017,Petrol,Manual,"35,213 kms",3.88 Lakh
5746,-,Bangalore,Volkswagen,Vento,1.5 TDI Highline,2015,Diesel,Manual,"70,838 kms",6.85 Lakh
5747,-,Bangalore,Honda,City,i-VTEC S,2018,Petrol,Manual,"33,990 kms",8.8 Lakh
5748,-,Bangalore,Maruti,Ritz,VXi,2013,Petrol,Manual,"1,15,208 kms",3.65 Lakh
5749,-,Bangalore,Honda,Brio,S MT,2015,Petrol,Manual,"62,708 kms",4.75 Lakh
5750,-,Bangalore,Ford,Ecosport,1.5 Ti VCT MT Ambiente,2014,Petrol,Manual,"68,167 kms",6.75 Lakh
5751,-,Bangalore,Maruti,Celerio,VXI AT,2015,Petrol,Automatic,"93,790 kms",4.35 Lakh
5752,-,Bangalore,Maruti,Zen Estilo,LXI,2009,Petrol,Manual,"39,810 kms",2.25 Lakh
5753,-,Bangalore,Hyundai,Grand i10,Sportz 1.2 AT,2009,Petrol,Automatic,"70,725 kms",3.25 Lakh
5754,-,Bangalore,Maruti,Baleno,1.2 Delta,2019,Petrol,Manual,"43,000 kms",7.5 Lakh
5755,-,Bangalore,Honda,Brio,S MT,2014,Petrol,Manual,"20,000 kms",3.95 Lakh
5756,-,Bangalore,Hyundai,EON,D Lite Plus,2012,Petrol,Manual,"31,000 kms",2.85 Lakh
5757,-,Bangalore,Hyundai,i20,Asta,2009,Petrol,Manual,"27,000 kms",3.85 Lakh
5758,-,Bangalore,Hyundai,i20,1.2 Sportz,2012,Petrol,Manual,"36,000 kms",4.65 Lakh
5759,-,Bangalore,Hyundai,i20,1.2 Sportz,2011,Petrol,Manual,"68,000 kms",3.95 Lakh
5760,-,Bangalore,Hyundai,i20,Sportz Option 1.2,2014,Petrol,Manual,"60,000 kms",5.95 Lakh
5761,-,Bangalore,Maruti,Omni,E MPI STD BSIV,2016,Petrol,Manual,"72,315 kms",3.13 Lakh
5762,-,Bangalore,Maruti,Wagon R,LXI Minor,2009,Petrol,Manual,"57,701 kms",2.45 Lakh
5763,-,Bangalore,Maruti,Ciaz,VXi,2015,Petrol,Manual,"68,017 kms",5.25 Lakh
5764,-,Bangalore,Volvo,XC 90,D5 AT AWD,2009,Diesel,Automatic,"1,31,496 kms",11.5 Lakh
5765,-,Bangalore,Maruti,Baleno,1.3 Alpha,2018,Diesel,Manual,"75,975 kms",8.49 Lakh
5766,-,Bangalore,Volkswagen,Polo,1.2 MPI Comfortline,2014,Petrol,Manual,"52,771 kms",4.99 Lakh
5767,-,Bangalore,Hyundai,Grand i10,Asta Option,2014,Petrol,Manual,"33,171 kms",5.35 Lakh
5768,-,Bangalore,Audi,A6,2.0 TDI,2011,Diesel,Automatic,"77,200 kms",14.25 Lakh
5769,-,Bangalore,Kia,Seltos,GTX Plus DCT,2019,Petrol,Automatic,"13,209 kms",18 Lakh
5770,-,Bangalore,Tata,Hexa,XT,2017,Diesel,Manual,"61,000 kms",13.5 Lakh
5771,-,Bangalore,Hyundai,i20 Active,1.2 SX with AVN,2017,Petrol,Manual,"36,670 kms",7.2 Lakh
5772,-,Bangalore,Maruti,Ritz,VXI,2015,Petrol,Manual,"39,000 kms",3.95 Lakh
5773,-,Bangalore,Hyundai,Grand i10,Sportz 1.2 AT,2010,Petrol,Automatic,"60,000 kms",3.35 Lakh
5774,-,Bangalore,Mahindra,Bolero,SLX 2WD BSIII,2014,Diesel,Manual,"87,000 kms",5.8 Lakh
5775,-,Bangalore,Skoda,Rapid,1.5 TDI Elegance Plus,2014,Diesel,Manual,"53,000 kms",5.9 Lakh
5776,-,Bangalore,Maruti,Swift,AMT VXI BSIV,2018,Petrol,Automatic,"28,020 kms",6.7 Lakh
5777,-,Bangalore,Hyundai,i10,Sportz,2011,Petrol,Manual,"77,638 kms",2.69 Lakh
5778,-,Bangalore,Mercedes-Benz,A Class,A200 D Sport,2016,Diesel,Automatic,"12,235 kms",18.49 Lakh
5779,-,Bangalore,Renault,Duster,Petrol RxL,2016,Petrol,Manual,"35,000 kms",6.5 Lakh
5780,-,Bangalore,Volkswagen,Vento,1.5 TDI Highline,2014,Diesel,Manual,"88,000 kms",5.9 Lakh
5781,-,Bangalore,Maruti,Swift Dzire,VXI,2014,Petrol,Manual,"27,836 kms",5.45 Lakh
5782,-,Bangalore,Datsun,RediGO,AMT 1.0 S,2018,Petrol,Automatic,"21,634 kms",3.85 Lakh
5783,-,Bangalore,BMW,3 Series,320d Prestige,2012,Diesel,Automatic,"83,150 kms",14.25 Lakh
5784,-,Bangalore,Ford,Figo,Petrol Titanium,2011,Petrol,Manual,"1,09,573 kms",2.9 Lakh
5785,-,Bangalore,Maruti,Baleno,1.2 Zeta,2018,Petrol,Manual,"48,475 kms",7.15 Lakh
5786,-,Bangalore,Maruti,Ciaz,VXi,2014,Petrol,Manual,"23,000 kms",5.95 Lakh
5787,-,Bangalore,Toyota,Fortuner,3.0 Diesel,2010,Diesel,Manual,"1,76,752 kms",11.41 Lakh
5788,-,Bangalore,Mahindra,Quanto,C8,2013,Diesel,Manual,"82,218 kms",4.95 Lakh
5789,-,Bangalore,MG,Hector,Sharp Diesel MT,2020,Diesel,Manual,"19,412 kms",19 Lakh
5790,-,Bangalore,Hyundai,Grand i10,Sportz,2017,Petrol,Manual,"50,098 kms",5.75 Lakh
5791,-,Bangalore,Hyundai,i20,Sportz 1.4 CRDi,2012,Diesel,Manual,"62,000 kms",4.75 Lakh
5792,-,Bangalore,Tata,Indigo,GLX,2009,Petrol,Manual,"23,279 kms",2.29 Lakh
5793,-,Bangalore,Skoda,Superb,Elegance 1.8 TSI AT,2014,Petrol,Automatic,"30,500 kms",16.75 Lakh
5794,-,Bangalore,Hyundai,i20 Active,1.2 S,2016,Petrol,Manual,"26,000 kms",5.95 Lakh
5795,-,Bangalore,Honda,Amaze,VX CVT Petrol,2020,Petrol,Automatic,"17,500 kms",9.6 Lakh
5796,-,Bangalore,Hyundai,i20,1.2 Spotz,2017,Petrol,Manual,"22,601 kms",6.75 Lakh
5797,-,Bangalore,Toyota,Yaris,G CVT,2019,Petrol,Automatic,"26,692 kms",9.35 Lakh
5798,-,Bangalore,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,2013,Diesel,Manual,"1,26,476 kms",10.25 Lakh
5799,-,Bangalore,Mahindra,Quanto,C8,2012,Diesel,Manual,"89,000 kms",3.45 Lakh
5800,-,Bangalore,Tata,Indica Vista,Aura 1.2 Safire BSIV,2008,Petrol,Manual,"73,000 kms",1.9 Lakh
5801,-,Bangalore,Maruti,Vitara Brezza,VDi Option,2016,Diesel,Manual,"1,25,003 kms",6.99 Lakh
5802,-,Bangalore,Maruti,Alto 800,LXI,2013,Petrol,Manual,"42,433 kms",2.95 Lakh
5803,-,Bangalore,Maruti,Alto,LXi,2012,Petrol,Manual,"60,215 kms",2.25 Lakh
5804,-,Bangalore,Honda,Amaze,S Petrol,2016,Petrol,Manual,"18,920 kms",5 Lakh
5805,-,Bangalore,Porsche,Cayenne,Diesel Platinum Edition,2011,Diesel,Automatic,"35,000 kms",24 Lakh
5806,-,Bangalore,BMW,X3,xDrive20d,2012,Diesel,Automatic,"79,900 kms",14.5 Lakh
5807,-,Bangalore,BMW,X1,sDrive20d,2012,Diesel,Automatic,"88,000 kms",11.5 Lakh
5808,-,Bangalore,BMW,X1,sDrive20d,2012,Diesel,Automatic,"74,471 kms",13.5 Lakh
5809,-,Bangalore,BMW,7 Series,730Ld Sedan,2010,Diesel,Automatic,"78,000 kms",13.5 Lakh
5810,-,Bangalore,Maruti,Baleno,Delta,2017,Petrol,Manual,"66,563 kms",7 Lakh
5811,-,Bangalore,Mercedes-Benz,B Class,B200 CDI,2014,Diesel,Automatic,"32,742 kms",13.49 Lakh
5812,-,Bangalore,Renault,KWID,RXL,2019,Petrol,Manual,"1,200 kms",4.25 Lakh
5813,-,Bangalore,Ford,Endeavour,Titanium Plus 4X2 AT,2020,Diesel,Automatic,"35,639 kms",36.99 Lakh
5814,-,Bangalore,Renault,KWID,RXT Optional,2018,Petrol,Manual,"6,500 kms",4.25 Lakh
5815,-,Bangalore,Maruti,Baleno,Alpha,2019,Petrol,Manual,"10,487 kms",8.39 Lakh
5816,-,Bangalore,BMW,3 Series,320d,2012,Diesel,Automatic,"75,000 kms",8 Lakh
5817,-,Bangalore,Honda,CR-V,2.4L 4WD MT,2009,Petrol,Manual,"1,13,000 kms",6 Lakh
5818,-,Bangalore,Tata,Nexon,1.5 Revotorq XM,2020,Diesel,Manual,"1,596 kms",11.75 Lakh
5819,-,Bangalore,Maruti,Swift,AMT VXI,2019,Petrol,Automatic,"25,017 kms",7.1 Lakh
5820,-,Bangalore,Tata,New Safari,DICOR 2.2 EX 4x2,2011,Diesel,Manual,"1,15,117 kms",4.5 Lakh
5821,-,Bangalore,Toyota,Innova Crysta,2.4 GX MT BSIV,2018,Diesel,Manual,"30,276 kms",17.75 Lakh
5822,-,Bangalore,Mahindra,Thar,CRDe ABS,2017,Diesel,Manual,"52,000 kms",9 Lakh
5823,-,Bangalore,Jeep,Compass,2.0 Longitude Option,2017,Diesel,Manual,"45,000 kms",16.5 Lakh
5824,-,Bangalore,Mahindra,XUV500,W8 2WD,2014,Diesel,Manual,"1,04,000 kms",8 Lakh
5825,-,Bangalore,Jaguar,XF,2.2 Litre Luxury,2015,Diesel,Automatic,"64,720 kms",29.5 Lakh
5826,-,Bangalore,Mercedes-Benz,GLA Class,200 CDI,2015,Diesel,Automatic,"68,000 kms",19.5 Lakh
5827,-,Bangalore,BMW,3 Series,320i,2009,Petrol,Automatic,"75,500 kms",7.5 Lakh
5828,-,Bangalore,Ford,Ecosport,1.5 TDCi Trend Plus BE BSIV,2016,Diesel,Manual,"61,512 kms",6.5 Lakh
5829,-,Bangalore,Tata,Nano,Lx,2011,Petrol,Manual,"37,409 kms",1.15 Lakh
5830,-,Bangalore,Hyundai,Xcent,1.2 Kappa AT S Option,2014,Petrol,Automatic,"43,046 kms",5.25 Lakh
5831,-,Bangalore,Hyundai,Xcent,1.1 CRDi SX,2015,Diesel,Manual,"49,391 kms",5.35 Lakh
5832,-,Bangalore,Renault,KWID,RXT,2017,Petrol,Manual,"24,541 kms",3.15 Lakh
5833,-,Bangalore,Renault,KWID,1.0 RXT Opt,2020,Petrol,Manual,"17,506 kms",4.75 Lakh
5834,-,Bangalore,BMW,X5,xDrive 30d,2008,Diesel,Automatic,"88,000 kms",11.5 Lakh
5835,-,Bangalore,Maruti,Ciaz,ZXi Plus,2015,Petrol,Manual,"70,000 kms",5.95 Lakh
5836,-,Bangalore,Hyundai,i20,1.2 Spotz,2017,Petrol,Manual,"40,977 kms",6.5 Lakh
5837,-,Bangalore,Maruti,Alto K10,2010-2014 VXI,2012,Petrol,Manual,"33,000 kms",2.95 Lakh
5838,-,Bangalore,Maruti,Swift Dzire,VDI,2014,Diesel,Manual,"78,000 kms",5.5 Lakh
5839,-,Bangalore,Mahindra,Thar,CRDe AC,2014,Diesel,Manual,"56,158 kms",7.1 Lakh
5840,-,Bangalore,Mahindra,Xylo,H4,2015,Diesel,Manual,"60,192 kms",6.5 Lakh
5841,-,Bangalore,Maruti,Swift,AMT ZXI,2018,Petrol,Automatic,"37,920 kms",6.85 Lakh
5842,-,Bangalore,Maruti,A-Star,AT VXI,2012,Petrol,Automatic,"33,727 kms",2.99 Lakh
5843,-,Bangalore,Datsun,GO,T,2016,Petrol,Manual,"57,233 kms",2.85 Lakh
5844,-,Bangalore,Hyundai,Santro Xing,GLS,2010,Petrol,Manual,"62,863 kms",2.5 Lakh
5845,-,Bangalore,Nissan,Sunny,Diesel XL,2013,Diesel,Manual,"97,037 kms",4.25 Lakh
5846,-,Bangalore,BMW,7 Series,730Ld Sedan,2010,Diesel,Automatic,"89,000 kms",13.5 Lakh
5847,-,Bangalore,Skoda,Rapid,1.5 TDI AT Ambition BSIV,2017,Diesel,Automatic,"76,000 kms",9.85 Lakh
5848,-,Bangalore,Maruti,Ciaz,1.4 AT Zeta,2017,Petrol,Automatic,"45,750 kms",7.25 Lakh
5849,-,Bangalore,Volkswagen,Vento,1.2 TSI Comfortline AT,2014,Petrol,Automatic,"24,479 kms",6.5 Lakh
5850,-,Bangalore,Volkswagen,Polo,GT TSI,2015,Petrol,Automatic,"47,158 kms",7.5 Lakh
5851,-,Bangalore,Mahindra,Bolero Power Plus,ZLX,2018,Diesel,Manual,"28,894 kms",9.45 Lakh
5852,-,Bangalore,Ford,Ecosport,1.5 Petrol Titanium Plus AT BSIV,2017,Petrol,Automatic,"21,050 kms",10 Lakh
5853,-,Bangalore,Toyota,Innova Crysta,2.4 VX MT BSIV,2018,Diesel,Manual,"66,871 kms",19.75 Lakh
5854,-,Bangalore,Mahindra,XUV500,R W10 FWD,2018,Diesel,Manual,"51,759 kms",15.75 Lakh
5855,-,Bangalore,Hyundai,Creta,1.6 VTVT SX Plus,2018,Petrol,Manual,"26,627 kms",12.95 Lakh
5856,-,Bangalore,Mercedes-Benz,New C-Class,C 220 CDI BE Avantgare,2013,Diesel,Automatic,"43,005 kms",20.7 Lakh
5857,-,Bangalore,Maruti,Swift Dzire,VXI Optional,2016,Petrol,Manual,"47,088 kms",6.95 Lakh
5858,-,Bangalore,Hyundai,Grand i10,Sportz 1.2,2009,Petrol,Manual,"52,146 kms",2.75 Lakh
5859,-,Bangalore,Maruti,Alto 800,LXI,2016,Petrol,Manual,"35,091 kms",3.15 Lakh
5860,-,Bangalore,Hyundai,i20,Asta Option 1.2,2016,Petrol,Manual,"44,805 kms",7.5 Lakh
5861,-,Bangalore,Honda,City,V AT,2012,Petrol,Automatic,"95,675 kms",6 Lakh
5862,-,Bangalore,Maruti,Swift,ZXI Plus,2018,Petrol,Manual,"79,326 kms",7.9 Lakh
5863,-,Bangalore,Maruti,Zen Estilo,LXI,2010,Petrol,Manual,"61,557 kms",2.49 Lakh
5864,-,Bangalore,Ford,Figo,Petrol EXI,2010,Petrol,Manual,"70,733 kms",2.6 Lakh
5865,-,Bangalore,Skoda,Rapid,1.6 TDI Elegance,2014,Diesel,Manual,"66,751 kms",5.75 Lakh
5866,-,Bangalore,Toyota,Corolla Altis,G,2012,Petrol,Manual,"91,000 kms",6.15 Lakh
5867,-,Bangalore,Maruti,A-Star,AT VXI,2012,Petrol,Automatic,"33,727 kms",2.99 Lakh
5868,-,Bangalore,Hyundai,Grand i10,Asta Option,2014,Petrol,Manual,"33,171 kms",5.35 Lakh
5869,-,Bangalore,Honda,CR-V,2.4L 4WD MT,2009,Petrol,Manual,"1,13,000 kms",6 Lakh
5870,-,Bangalore,Maruti,Celerio,VXI AT,2015,Petrol,Automatic,"93,790 kms",4.35 Lakh
5871,-,Bangalore,Hyundai,Xcent,1.2 Kappa AT S Option,2014,Petrol,Automatic,"43,046 kms",5.25 Lakh
5872,-,Bangalore,Mahindra,Thar,CRDe AC,2014,Diesel,Manual,"56,158 kms",7.1 Lakh
5873,-,Bangalore,Toyota,Yaris,J CVT,2018,Petrol,Automatic,"20,000 kms",8 Lakh
5874,-,Bangalore,Volkswagen,Vento,1.2 TSI Comfortline AT,2014,Petrol,Automatic,"24,479 kms",6.5 Lakh
5875,-,Bangalore,Volkswagen,Polo,GT TSI,2015,Petrol,Automatic,"47,158 kms",7.5 Lakh
5876,-,Bangalore,Mercedes-Benz,A Class,A200 D Sport,2016,Diesel,Automatic,"12,235 kms",18.49 Lakh
5877,-,Bangalore,Skoda,Octavia,Ambition 2.0 TDI MT,2016,Diesel,Manual,"64,554 kms",14 Lakh
5878,-,Bangalore,Hyundai,Grand i10,Asta,2014,Petrol,Manual,"53,282 kms",4.75 Lakh
5879,-,Bangalore,Maruti,Alto 800,LXI,2016,Petrol,Manual,"35,091 kms",3.15 Lakh
5880,-,Bangalore,Maruti,Baleno,Delta CVT,2017,Petrol,Automatic,"54,020 kms",7.75 Lakh
5881,-,Bangalore,Hyundai,i20,Magna,2013,Petrol,Manual,"56,668 kms",4.5 Lakh
5882,-,Bangalore,Hyundai,i20,Asta Option 1.2,2016,Petrol,Manual,"44,805 kms",7.5 Lakh
5883,-,Bangalore,Honda,City,V AT,2012,Petrol,Automatic,"95,675 kms",6 Lakh
5884,-,Bangalore,Mahindra,Scorpio,VLX 2WD 7 Str BSIII,2011,Diesel,Manual,"86,548 kms",6.25 Lakh
5885,-,Bangalore,Volkswagen,Polo,Diesel Comfortline 1.2L,2011,Diesel,Manual,"72,553 kms",4 Lakh
5886,-,Bangalore,Volkswagen,Polo,Petrol Highline 1.2L,2011,Petrol,Manual,"67,120 kms",3.75 Lakh
5887,-,Bangalore,Skoda,Superb,2.8 V6 AT,2013,Petrol,Automatic,"99,024 kms",11.5 Lakh
5888,-,Bangalore,Mahindra,Scorpio,2.6 CRDe,2005,Diesel,Manual,"2,41,723 kms",2.75 Lakh
5889,-,Bangalore,Maruti,Celerio X,ZXI BSIV,2018,Petrol,Manual,"16,923 kms",6.25 Lakh
5890,-,Bangalore,Toyota,Corolla Altis,G,2012,Petrol,Manual,"91,000 kms",6.15 Lakh
5891,-,Bangalore,Volkswagen,Polo,1.2 MPI Comfortline,2017,Petrol,Manual,"55,100 kms",6.75 Lakh
5892,-,Bangalore,Honda,Brio,S MT,2014,Petrol,Manual,"49,019 kms",4.5 Lakh
5893,-,Bangalore,Hyundai,i20,1.4 CRDi Magna,2010,Diesel,Manual,"76,000 kms",3.75 Lakh
5894,-,Bangalore,Toyota,Innova,2.5 E,2006,Diesel,Manual,"1,74,902 kms",5.5 Lakh
5895,-,Bangalore,Renault,KWID,AMT,2018,Petrol,Automatic,"32,000 kms",4.45 Lakh
5896,-,Bangalore,Ford,Figo,Diesel Titanium,2011,Diesel,Manual,"77,000 kms",3.1 Lakh
5897,-,Bangalore,Honda,Amaze,VX Petrol,2020,Petrol,Manual,"14,100 kms",8.55 Lakh
5898,-,Bangalore,Skoda,Rapid,1.6 TDI Ambition,2012,Diesel,Manual,"92,000 kms",3.85 Lakh
5899,-,Bangalore,Hyundai,i20,Asta Option CVT BSIV,2019,Petrol,Automatic,"25,683 kms",8.5 Lakh
5900,-,Bangalore,Tata,Tiago,1.2 Revotron XZ,2016,Petrol,Manual,"52,945 kms",4.6 Lakh
5901,-,Bangalore,Toyota,Innova Crysta,2.4 VX MT BSIV,2018,Diesel,Manual,"66,871 kms",19.75 Lakh
5902,-,Bangalore,Hyundai,Creta,1.6 VTVT SX Plus,2018,Petrol,Manual,"26,627 kms",12.95 Lakh
5903,-,Bangalore,Hyundai,i10,Sportz,2013,Petrol,Manual,"53,860 kms",4.38 Lakh
5904,-,Bangalore,Maruti,Ritz,VDi,2013,Diesel,Manual,"1,22,550 kms",3.8 Lakh
5905,-,Bangalore,Maruti,Ritz,ZXi,2010,Petrol,Manual,"55,705 kms",3.85 Lakh
5906,-,Bangalore,Hyundai,i10,Sportz AT,2013,Petrol,Automatic,"52,641 kms",3.6 Lakh
5907,-,Bangalore,Ford,Figo,Diesel Celebration Edition,2013,Diesel,Manual,"63,243 kms",2.68 Lakh
5908,-,Bangalore,Volkswagen,Polo,Petrol Highline 1.2L,2011,Petrol,Manual,"67,120 kms",3.75 Lakh
5909,-,Bangalore,Ford,Ecosport,1.5 Diesel Titanium Plus BSIV,2019,Diesel,Manual,"36,012 kms",10.25 Lakh
5910,-,Bangalore,Hyundai,i20,1.4 CRDi Magna,2010,Diesel,Manual,"76,000 kms",3.75 Lakh
5911,-,Bangalore,Mahindra,Scorpio,2.6 CRDe,2005,Diesel,Manual,"2,41,723 kms",2.75 Lakh
5912,-,Bangalore,Toyota,Innova,2.5 EV (Diesel) MS 8 Seater BS IV,2013,Diesel,Manual,"81,844 kms",11.15 Lakh
5913,-,Bangalore,Mahindra,Scorpio,Intelli Hybrid S4 Plus,2016,Diesel,Manual,"85,000 kms",7.75 Lakh
5914,-,Bangalore,Volkswagen,Polo,GT TSI,2015,Petrol,Automatic,"53,843 kms",6.9 Lakh
5915,-,Bangalore,Hyundai,EON,Magna Plus,2012,Petrol,Manual,"46,000 kms",2.65 Lakh
5916,-,Bangalore,Kia,Seltos,GTX DCT,2019,Petrol,Automatic,"15,352 kms",18 Lakh
5917,-,Bangalore,Tata,Zest,Revotron 1.2 XT,2015,Petrol,Manual,"49,524 kms",4.3 Lakh
5918,-,Bangalore,Toyota,Innova Crysta,2.7 VX MT,2016,Petrol,Manual,"83,599 kms",18 Lakh
5919,-,Bangalore,Honda,CR-V,AT With Sun Roof,2009,Petrol,Automatic,"63,524 kms",6.5 Lakh
5920,-,Bangalore,Hyundai,i20,Asta Option CVT BSIV,2019,Petrol,Automatic,"25,683 kms",8.5 Lakh
5921,-,Bangalore,Maruti,S-Presso,VXI Plus,2020,Petrol,Manual,"7,255 kms",4.9 Lakh
5922,-,Bangalore,Mercedes-Benz,CLA,45 AMG,2014,Petrol,Automatic,"39,530 kms",35 Lakh
5923,-,Bangalore,Maruti,Zen Estilo,LXI BS IV,2008,Petrol,Manual,"68,000 kms",1.85 Lakh
5924,-,Bangalore,Hyundai,i20,Asta Option 1.2,2015,Petrol,Manual,"47,012 kms",6.25 Lakh
5925,-,Bangalore,Hyundai,Verna,VTVT 1.6 AT SX Option,2017,Petrol,Automatic,"35,898 kms",10.45 Lakh
5926,-,Bangalore,Renault,Triber,RXZ,2020,Petrol,Manual,"12,272 kms",7.45 Lakh
5927,-,Bangalore,Renault,Triber,RXZ,2020,Petrol,Manual,"12,272 kms",7.45 Lakh
5928,-,Bangalore,Mercedes-Benz,E-Class,E250 CDI Avantgrade,2014,Diesel,Automatic,"60,683 kms",24 Lakh
