,car_type,location,brand,model,version,year,fuel_type,transmission_type,distance_driven,price
1138,-,Hyderabad,Maruti,Wagon R,VXI,2016,Petrol,Manual,"66,134 kms",4.37 Lakh
1139,-,Hyderabad,Datsun,RediGO,T Option,2016,Petrol,Manual,"41,987 kms",3.08 Lakh
1140,-,Hyderabad,Maruti,Eeco,7 Seater Standard BSIV,2018,Petrol,Manual,"39,303 kms",4.32 Lakh
1141,-,Hyderabad,Renault,KWID,RXT,2018,Petrol,Manual,"8,009 kms",4.2 Lakh
1142,-,Hyderabad,Maruti,Swift,VXI BSIII,2009,Petrol,Manual,"68,348 kms",3.45 Lakh
1143,-,Hyderabad,Nissan,Micra,XV CVT,2015,Petrol,Automatic,"51,456 kms",4.32 Lakh
1144,-,Hyderabad,Hyundai,Xcent,1.2 Kappa Base,2014,Petrol,Manual,"47,738 kms",5.08 Lakh
1145,-,Hyderabad,Hyundai,Verna,SX CRDi AT,2012,Diesel,Automatic,"1,05,399 kms",6.67 Lakh
1146,-,Hyderabad,Toyota,Corolla Altis,D-4D G,2012,Diesel,Manual,"88,000 kms",5.75 Lakh
1147,-,Hyderabad,Tata,Tiago,1.2 Revotron XM,2017,Petrol,Manual,"20,000 kms",5.4 Lakh
1148,-,Hyderabad,Maruti,Alto,LXi,2012,Petrol,Manual,"79,865 kms",2.32 Lakh
1149,-,Hyderabad,Hyundai,i10,Sportz,2012,Petrol,Manual,"79,000 kms",3.35 Lakh
1150,-,Hyderabad,Maruti,SX4 S Cross,Alpha,2020,Petrol,Manual,"10,000 kms",11 Lakh
1151,-,Hyderabad,Fiat,Grande Punto,1.3 Emotion Pack 90HP (Diesel),2010,Diesel,Manual,"1,00,000 kms",3.2 Lakh
1152,-,Hyderabad,Nissan,Micra Active,XV Petrol,2017,Petrol,Manual,"36,000 kms",4.95 Lakh
1153,-,Hyderabad,Honda,City,1.5 V MT,2011,Petrol,Manual,"77,727 kms",4.5 Lakh
1154,-,Hyderabad,BMW,3 Series,320d Luxury Line,2014,Diesel,Automatic,"65,000 kms",18.5 Lakh
1155,-,Hyderabad,Maruti,Baleno,Alpha Diesel,2017,Diesel,Manual,"76,000 kms",6.95 Lakh
1156,-,Hyderabad,Honda,WR-V,i-DTEC S,2017,Diesel,Manual,"42,453 kms",7.5 Lakh
1157,-,Hyderabad,Renault,Triber,RXT,2019,Petrol,Manual,"4,696 kms",6.5 Lakh
1158,-,Hyderabad,Mahindra,XUV500,R W10 FWD,2015,Diesel,Manual,"72,227 kms",11 Lakh
1159,-,Hyderabad,Hyundai,Creta,1.6 SX Automatic Diesel,2017,Diesel,Automatic,"77,467 kms",11.5 Lakh
1160,-,Hyderabad,Hyundai,Accent,GLE,2007,Petrol,Manual,"86,545 kms",1.5 Lakh
1161,-,Hyderabad,Maruti,Alto,LXi,2011,Petrol,Manual,"71,226 kms",2.3 Lakh
1162,-,Hyderabad,Hyundai,Santro,GLS II - Euro II,2007,Petrol,Manual,"83,132 kms",1.9 Lakh
1163,-,Hyderabad,Maruti,Ertiga,VDI,2014,Diesel,Manual,"84,372 kms",6.6 Lakh
1164,-,Hyderabad,Hyundai,i20,1.2 Sportz,2011,Petrol,Manual,"51,000 kms",3.25 Lakh
1165,-,Hyderabad,Volvo,S60,D3,2012,Diesel,Automatic,"1,07,000 kms",9.99 Lakh
1166,-,Hyderabad,Maruti,800,AC,2008,Petrol,Manual,"86,000 kms","99,000"
1167,-,Hyderabad,Maruti,Wagon R,VXI,2014,Petrol,Manual,"91,000 kms",3.85 Lakh
1168,-,Hyderabad,Mercedes-Benz,GLA Class,200 CDI SPORT,2014,Diesel,Automatic,"48,000 kms",21 Lakh
1169,-,Hyderabad,Skoda,Octavia,Classic 1.9 TDI MT,2007,Diesel,Manual,"1,10,000 kms",2.5 Lakh
1170,-,Hyderabad,Tata,New Safari,DICOR 2.2 EX 4x2,2007,Diesel,Manual,"1,04,000 kms",3.15 Lakh
1171,-,Hyderabad,Mahindra,Quanto,C8,2014,Diesel,Manual,"1,45,000 kms",3.99 Lakh
1172,-,Hyderabad,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2008,Diesel,Manual,"1,52,000 kms",6.5 Lakh
1173,-,Hyderabad,Mahindra,Thar,LX 4-Str Hard Top AT,2021,Petrol,Automatic,"1,400 kms",18.6 Lakh
1174,-,Hyderabad,Mercedes-Benz,B Class,B180 CDI,2013,Diesel,Automatic,"74,200 kms",10.49 Lakh
1175,-,Hyderabad,Maruti,Swift Dzire,LXi,2009,Petrol,Manual,"65,800 kms",2.95 Lakh
1176,-,Hyderabad,Skoda,Rapid,1.6 TDI Ambition,2012,Diesel,Manual,"96,117 kms",4.25 Lakh
1177,-,Hyderabad,Hyundai,Santro Xing,XG AT eRLX Euro II,2007,Petrol,Automatic,"73,212 kms",2.2 Lakh
1178,-,Hyderabad,Ford,Ecosport,1.5 DV5 MT Titanium Optional,2013,Diesel,Manual,"1,00,000 kms",5.95 Lakh
1179,-,Hyderabad,Mahindra,Verito,1.5 D4 BSIV,2014,Diesel,Manual,"78,129 kms",3.45 Lakh
1180,-,Hyderabad,Ford,Freestyle,Titanium Petrol BSIV,2018,Petrol,Manual,"27,459 kms",6.8 Lakh
1181,-,Hyderabad,Toyota,Innova Crysta,2.8 GX AT BSIV,2017,Diesel,Automatic,"72,000 kms",18.5 Lakh
1182,-,Hyderabad,Land,Rover Range Rover,3.6 TDV8 Vogue SE,2010,Diesel,Automatic,"1,38,949 kms",28 Lakh
1183,-,Hyderabad,Hyundai,Creta,1.6 CRDi AT SX Plus,2017,Diesel,Automatic,"72,273 kms",11.5 Lakh
1184,-,Hyderabad,Hyundai,Santa Fe,4X4,2011,Diesel,Manual,"74,000 kms",4.75 Lakh
1185,-,Hyderabad,Hyundai,i20,Asta 1.4 CRDi,2012,Diesel,Manual,"92,173 kms",4 Lakh
1186,-,Hyderabad,Hyundai,Verna,1.6 VTVT SX Option,2017,Petrol,Manual,"32,939 kms",9 Lakh
1187,-,Hyderabad,Honda,City,S,2011,Petrol,Manual,"86,905 kms",4.4 Lakh
1188,-,Hyderabad,Kia,Sonet,1.5 HTX Plus Diesel,2021,Diesel,Manual,"5,000 kms",13.99 Lakh
1189,-,Hyderabad,Maruti,Vitara Brezza,ZDi AMT,2019,Diesel,Automatic,"51,369 kms",10.25 Lakh
1190,-,Hyderabad,Volkswagen,Ameo,1.5 TDI Highline,2017,Diesel,Manual,"91,795 kms",5.45 Lakh
1191,-,Hyderabad,Hyundai,Santa Fe,4X2,2013,Diesel,Manual,"88,000 kms",7.99 Lakh
1192,-,Hyderabad,Honda,BR-V,i-VTEC V CVT,2017,Petrol,Automatic,"49,000 kms",8.95 Lakh
1193,-,Hyderabad,Fiat,Grande Punto,Active (Diesel),2011,Diesel,Manual,"62,000 kms",2.5 Lakh
1194,-,Hyderabad,Volvo,S60,D3,2012,Diesel,Automatic,"1,46,256 kms",9.8 Lakh
1195,-,Hyderabad,Toyota,Innova Crysta,2.4 G MT 8S BSIV,2017,Diesel,Manual,"1,70,000 kms",15.75 Lakh
1196,-,Hyderabad,Mercedes-Benz,GLC,220d 4MATIC,2020,Diesel,Automatic,"4,000 kms",65 Lakh
1197,-,Hyderabad,Tata,Sumo,MKII EX BS IV,2010,Diesel,Manual,"79,223 kms",3.1 Lakh
1198,-,Hyderabad,Maruti,Swift,VDI BSIV,2007,Diesel,Manual,"1,06,000 kms",2.99 Lakh
1199,-,Hyderabad,Toyota,Fortuner,3.0 Diesel,2011,Diesel,Manual,"1,36,000 kms",12.5 Lakh
1200,-,Hyderabad,Hyundai,Santro,AT,2007,Petrol,Automatic,"76,000 kms",2.5 Lakh
1201,-,Hyderabad,Honda,Mobilio,V i-DTEC,2014,Diesel,Manual,"72,245 kms",5.5 Lakh
1202,-,Hyderabad,Hyundai,Verna,1.6 SX,2012,Diesel,Manual,"1,10,786 kms",4.6 Lakh
1203,-,Hyderabad,Kia,Seltos,HTX Plus D,2019,Diesel,Manual,"24,000 kms",16.75 Lakh
1204,-,Hyderabad,Maruti,Swift,ZXi BSIV,2010,Petrol,Manual,"44,900 kms",3.65 Lakh
1205,-,Hyderabad,Maruti,Swift Dzire,VDI Optional,2017,Diesel,Manual,"60,000 kms",6.9 Lakh
1206,-,Hyderabad,Mahindra,TUV 300,mHAWK100 T8,2015,Diesel,Manual,"70,000 kms",6.75 Lakh
1207,-,Hyderabad,Mahindra,Thar,CRDe,2018,Diesel,Manual,"47,000 kms",9.5 Lakh
1208,-,Hyderabad,Nissan,Sunny,XE D,2017,Diesel,Manual,"31,500 kms",6.35 Lakh
1209,-,Hyderabad,Toyota,Etios Liva,GD,2012,Diesel,Manual,"1,20,000 kms",3.1 Lakh
1210,-,Hyderabad,Mahindra,Bolero,ZLX BSIII,2017,Diesel,Manual,"96,221 kms",6.95 Lakh
1211,-,Hyderabad,Maruti,Alto 800,LXI,2016,Petrol,Manual,"70,244 kms",3.13 Lakh
1212,-,Hyderabad,Renault,KWID,RXT,2016,Petrol,Manual,"59,475 kms",3.16 Lakh
1213,-,Hyderabad,Hyundai,Grand i10,1.2 Kappa Sportz Option AT,2017,Petrol,Automatic,"44,000 kms",6.7 Lakh
1214,-,Hyderabad,Tata,Tiago,1.2 Revotron XM,2018,Petrol,Manual,"39,000 kms",5.25 Lakh
1215,-,Hyderabad,Hyundai,i10,Magna,2012,Petrol,Manual,"57,390 kms",3.56 Lakh
1216,-,Hyderabad,Hyundai,i10,Magna,2011,Petrol,Manual,"68,289 kms",3.24 Lakh
1217,-,Hyderabad,Hyundai,Santro Xing,GL,2008,Petrol,Manual,"45,617 kms",2.1 Lakh
1218,-,Hyderabad,Maruti,Swift Dzire,VXi,2008,Petrol,Manual,"71,198 kms",3.51 Lakh
1219,-,Hyderabad,Hyundai,i10,LPG,2012,LPG,Manual,"65,253 kms",3.51 Lakh
1220,-,Hyderabad,Hyundai,EON,Era Plus,2013,Petrol,Manual,"39,508 kms",3.22 Lakh
1221,-,Hyderabad,Hyundai,EON,Magna,2011,Petrol,Manual,"97,804 kms",2.45 Lakh
1222,-,Hyderabad,Hyundai,Grand i10,Asta w/Sun Roof,2008,Petrol,Manual,"73,000 kms",2.85 Lakh
1223,-,Hyderabad,Maruti,Omni,E MPI STD BSIV,2013,Petrol,Manual,"52,189 kms",2.41 Lakh
1224,-,Hyderabad,Maruti,Swift,VDI,2013,Diesel,Manual,"75,130 kms",4.7 Lakh
1225,-,Hyderabad,Ford,Figo,1.5D Titanium MT,2016,Diesel,Manual,"97,382 kms",4.9 Lakh
1226,-,Hyderabad,Maruti,Alto K10,2010-2014 VXI,2010,Petrol,Manual,"39,292 kms",2.5 Lakh
1227,-,Hyderabad,Maruti,Ertiga,ZDI,2013,Diesel,Manual,"1,55,204 kms",7.47 Lakh
1228,-,Hyderabad,Renault,KWID,1.0 RXT 02 Anniversary Edition,2018,Petrol,Manual,"54,423 kms",4.32 Lakh
1229,-,Hyderabad,Honda,City,1.5 V MT,2011,Petrol,Manual,"72,000 kms",4.65 Lakh
1230,-,Hyderabad,Mahindra,NuvoSport,N6,2016,Diesel,Manual,"85,000 kms",7.9 Lakh
1231,-,Hyderabad,Maruti,Wagon R,Duo Lxi,2008,LPG,Manual,"89,608 kms",2.35 Lakh
1232,-,Hyderabad,Maruti,Swift,Ldi BSIII,2009,Diesel,Manual,"66,636 kms",3.2 Lakh
1233,-,Hyderabad,Audi,Q7,4.2 TDI quattro,2010,Diesel,Automatic,"1,30,000 kms",18.99 Lakh
1234,-,Hyderabad,Skoda,Laura,1.8 TSI Ambiente,2009,Petrol,Manual,"80,000 kms",4.25 Lakh
1235,-,Hyderabad,Honda,CR-V,2.4 AT,2008,Petrol,Automatic,"1,44,000 kms",6.5 Lakh
1236,-,Hyderabad,Mahindra,Quanto,C8,2014,Diesel,Manual,"1,34,000 kms",3.99 Lakh
1237,-,Hyderabad,Toyota,Innova,2.5 G4 Diesel 8-seater,2008,Diesel,Manual,"2,36,000 kms",5.5 Lakh
1238,-,Hyderabad,Volkswagen,Polo,1.5 TDI Highline,2016,Diesel,Manual,"68,000 kms",5.99 Lakh
1239,-,Hyderabad,Volvo,S60,D5 Summum,2012,Diesel,Automatic,"83,000 kms",9.9 Lakh
1240,-,Hyderabad,Hyundai,Grand i10,Magna 1.1,2008,Petrol,Manual,"45,000 kms",2.5 Lakh
1241,-,Hyderabad,Honda,City,i DTEC VX,2014,Diesel,Manual,"76,370 kms",6.8 Lakh
1242,-,Hyderabad,Hyundai,i20,1.2 Sportz,2011,Petrol,Manual,"51,000 kms",3.3 Lakh
1243,-,Hyderabad,Honda,Amaze,S i-Dtech,2014,Diesel,Manual,"1,16,000 kms",4.2 Lakh
1244,-,Hyderabad,BMW,X1,xDrive 20d M Sport,2019,Diesel,Automatic,"14,000 kms",38 Lakh
1245,-,Hyderabad,Mercedes-Benz,CLS-Class,250 CDI,2016,Diesel,Automatic,"12,000 kms",48 Lakh
1246,-,Hyderabad,Maruti,Ertiga,SHVS VDI,2016,Diesel,Manual,"92,251 kms",7.9 Lakh
1247,-,Hyderabad,Toyota,Fortuner,3.0 Diesel,2011,Diesel,Manual,"1,92,142 kms",11.8 Lakh
1248,-,Hyderabad,Maruti,Swift,VXI BSIII,2005,Petrol,Manual,"1,00,283 kms",2.1 Lakh
1249,-,Hyderabad,Ford,Ecosport,1.5 Diesel Titanium,2015,Diesel,Manual,"92,620 kms",5.95 Lakh
1250,-,Hyderabad,Maruti,SX4 S Cross,DDiS 200 Zeta,2016,Diesel,Manual,"72,000 kms",7.3 Lakh
1251,-,Hyderabad,Maruti,Swift,ZDI,2015,Diesel,Manual,"83,473 kms",5.99 Lakh
1252,-,Hyderabad,Maruti,Swift,VDI,2013,Diesel,Manual,"80,000 kms",4.35 Lakh
1253,-,Hyderabad,Hyundai,Verna,CRDi,2007,Diesel,Manual,"86,281 kms",2.2 Lakh
1254,-,Hyderabad,Maruti,Ertiga,ZDI,2015,Diesel,Manual,"85,000 kms",7.5 Lakh
1255,-,Hyderabad,Toyota,Innova,2.5 VX (Diesel) 8 Seater,2014,Diesel,Manual,"1,78,000 kms",10.5 Lakh
1256,-,Hyderabad,Maruti,Baleno,1.3 Alpha,2017,Diesel,Manual,"36,000 kms",8.2 Lakh
1257,-,Hyderabad,Maruti,Wagon R,VXI BS IV,2015,Petrol,Manual,"66,300 kms",3.89 Lakh
1258,-,Hyderabad,Ford,Figo Aspire,1.2 Ti-VCT Sports Edition,2017,Petrol,Manual,"20,600 kms",5.99 Lakh
1259,-,Hyderabad,Maruti,Swift,VDI BSIV,2014,Diesel,Manual,"1,01,897 kms",5 Lakh
1260,-,Hyderabad,Maruti,Celerio,VXI AT,2015,Petrol,Automatic,"45,000 kms",4.55 Lakh
1261,-,Hyderabad,Porsche,Cayenne,Diesel Platinum Edition,2017,Diesel,Automatic,"40,000 kms",75 Lakh
1262,-,Hyderabad,BMW,X1,M Sport sDrive 20d,2019,Diesel,Automatic,"13,000 kms",39 Lakh
1263,-,Hyderabad,Mercedes-Benz,E-Class,E250 CDI Avantgarde,2014,Diesel,Automatic,"32,000 kms",24 Lakh
1264,-,Hyderabad,Honda,Amaze,VX i-DTEC,2014,Diesel,Manual,"83,265 kms",5 Lakh
1265,-,Hyderabad,Chevrolet,Spark,1.0 LS,2008,Petrol,Manual,"59,000 kms",1.6 Lakh
1266,-,Hyderabad,BMW,5 Series,520d Sedan,2009,Diesel,Automatic,"82,743 kms",7.8 Lakh
1267,-,Hyderabad,Mercedes-Benz,New C-Class,C 250 CDI Avantgarde,2012,Diesel,Automatic,"65,000 kms",16 Lakh
1268,-,Hyderabad,Jaguar,XF,3.0 Litre S Premium Luxury,2011,Diesel,Automatic,"61,020 kms",13.95 Lakh
1269,-,Hyderabad,Mahindra,E Verito,D2,2018,Electric,Automatic,"47,020 kms",4.5 Lakh
1270,-,Hyderabad,Ford,Figo,Diesel EXI,2010,Diesel,Manual,"81,168 kms",2.64 Lakh
1271,-,Hyderabad,Maruti,Eeco,5 Seater AC BSIV,2016,Petrol,Manual,"24,800 kms",4.1 Lakh
1272,-,Hyderabad,Hyundai,i20,Magna 1.4 CRDi (Diesel),2013,Diesel,Manual,"75,000 kms",4.25 Lakh
1273,-,Hyderabad,Mahindra,Thar,LX 4-Str Hard Top Diesel AT,2020,Diesel,Automatic,"19,000 kms",18 Lakh
1274,-,Hyderabad,Jaguar,XF,2.2 Litre Luxury,2014,Diesel,Automatic,"63,000 kms",24.5 Lakh
1275,-,Hyderabad,Mercedes-Benz,New C-Class,200 Kompressor,2007,Petrol,Manual,"81,000 kms",5.5 Lakh
1276,-,Hyderabad,Volvo,S60,T6 Summum,2011,Petrol,Automatic,"78,000 kms",11.5 Lakh
1277,-,Hyderabad,Maruti,Swift Dzire,VXI,2017,Petrol,Manual,"81,578 kms",6 Lakh
1278,-,Hyderabad,Maruti,Swift,VDI,2012,Diesel,Manual,"75,000 kms",4.3 Lakh
1279,-,Hyderabad,Maruti,Vitara Brezza,ZDi AMT,2019,Diesel,Automatic,"46,857 kms",10.8 Lakh
1280,-,Hyderabad,Land,Rover Freelander 2,HSE SD4,2013,Diesel,Automatic,"50,000 kms",22 Lakh
1281,-,Hyderabad,Mahindra,E Verito,D2,2018,Electric,Automatic,"33,370 kms",4.5 Lakh
1282,-,Hyderabad,Toyota,Innova Crysta,2.4 ZX MT BSIV,2017,Diesel,Manual,"1,11,294 kms",18.5 Lakh
1283,-,Hyderabad,Hyundai,Getz,1.5 CRDi GVS,2008,Diesel,Manual,"90,756 kms",1.95 Lakh
1284,-,Hyderabad,BMW,5 Series,520d M Sport,2017,Diesel,Automatic,"5,200 kms",51 Lakh
1285,-,Hyderabad,Mercedes-Benz,New C-Class,220 CDI AT,2011,Diesel,Automatic,"97,000 kms",11.99 Lakh
1286,-,Hyderabad,Jaguar,XJ,3.0L Premium Luxury LWB,2012,Diesel,Automatic,"49,000 kms",23 Lakh
1287,-,Hyderabad,BMW,X3,2.5si,2008,Petrol,Automatic,"1,31,000 kms",7.99 Lakh
1288,-,Hyderabad,Audi,A6,35 TDI Technology,2015,Diesel,Automatic,"67,000 kms",26.5 Lakh
1289,-,Hyderabad,Maruti,Ertiga,ZDI,2012,Diesel,Manual,"1,16,000 kms",5.95 Lakh
1290,-,Hyderabad,Maruti,Ritz,ZXi,2015,Petrol,Manual,"57,000 kms",4.5 Lakh
1291,-,Hyderabad,BMW,3 Series,320d,2014,Diesel,Automatic,"91,779 kms",12.9 Lakh
1292,-,Hyderabad,Ford,Ecosport,1.5 Ti VCT AT Titanium,2015,Petrol,Automatic,"72,600 kms",5.95 Lakh
1293,-,Hyderabad,Honda,City,E,2013,Petrol,Manual,"72,000 kms",5.25 Lakh
1294,-,Hyderabad,Ford,Endeavour,3.2 Titanium AT 4X4,2017,Diesel,Automatic,"60,516 kms",23.9 Lakh
1295,-,Hyderabad,Toyota,Etios,V,2011,Petrol,Manual,"78,000 kms",3.45 Lakh
1296,-,Hyderabad,Datsun,GO,T BSIV,2014,Petrol,Manual,"61,000 kms",3.1 Lakh
1297,-,Hyderabad,Hyundai,Verna,CRDi 1.6 SX,2020,Diesel,Manual,"40,020 kms",11.95 Lakh
1298,-,Hyderabad,Maruti,Swift Dzire,VDi,2018,Diesel,Manual,"71,665 kms",7.5 Lakh
1299,-,Hyderabad,Toyota,Etios Cross,1.4L VD,2014,Diesel,Manual,"75,000 kms",5.75 Lakh
1300,-,Hyderabad,Maruti,Alto 800,LXI,2015,Petrol,Manual,"75,000 kms",3.1 Lakh
1301,-,Hyderabad,Datsun,GO,T BSIV,2014,Petrol,Manual,"22,107 kms",3.67 Lakh
1302,-,Hyderabad,Toyota,Etios,1.4 GD,2017,Diesel,Manual,"66,812 kms",7.24 Lakh
1303,-,Hyderabad,Hyundai,i20,Asta Option 1.4 CRDi,2016,Diesel,Manual,"68,151 kms",7.45 Lakh
1304,-,Hyderabad,Maruti,SX4 S Cross,DDiS 200 Alpha,2017,Diesel,Manual,"60,000 kms",9.3 Lakh
1305,-,Hyderabad,Honda,Amaze,S Diesel,2017,Diesel,Manual,"50,000 kms",6.9 Lakh
1306,-,Hyderabad,Hyundai,i10,Era,2008,Petrol,Manual,"45,000 kms",2.45 Lakh
1307,-,Hyderabad,Maruti,Swift Dzire,VDi,2016,Diesel,Manual,"25,000 kms",6.95 Lakh
1308,-,Hyderabad,Maruti,Alto,LXi,2012,Petrol,Manual,"48,806 kms",2.35 Lakh
1309,-,Hyderabad,Ford,Figo Aspire,1.2 Ti-VCT Titanium,2017,Petrol,Manual,"48,676 kms",5.89 Lakh
1310,-,Hyderabad,Hyundai,i10,Magna,2011,Petrol,Manual,"69,016 kms",3.2 Lakh
1311,-,Hyderabad,Hyundai,Grand i10,CRDi Magna,2014,Diesel,Manual,"61,398 kms",4.65 Lakh
1312,-,Hyderabad,Honda,Brio,VX,2013,Petrol,Manual,"56,000 kms",3.85 Lakh
1313,-,Hyderabad,Mercedes-Benz,CLA,200 D Sport Edition,2015,Diesel,Automatic,"49,000 kms",23 Lakh
1314,-,Hyderabad,Maruti,Ciaz,Zeta Automatic BSIV,2018,Petrol,Automatic,"18,000 kms",10.5 Lakh
1315,-,Hyderabad,Skoda,Octavia,Elegance 2.0 TDI AT,2015,Diesel,Automatic,"94,000 kms",12.5 Lakh
1316,-,Hyderabad,Hyundai,Verna,1.6 SX,2013,Diesel,Manual,"1,08,000 kms",4.99 Lakh
1317,-,Hyderabad,Maruti,Swift Dzire,VXI,2014,Petrol,Manual,"65,000 kms",5.5 Lakh
1318,-,Hyderabad,Maruti,Swift Dzire,VXI,2016,Petrol,Manual,"88,000 kms",5.99 Lakh
1319,-,Hyderabad,Hyundai,i10,Sportz,2012,Petrol,Manual,"45,000 kms",3.5 Lakh
1320,-,Hyderabad,Mercedes-Benz,GLC,220d 4MATIC Sport,2017,Diesel,Automatic,"48,000 kms",38 Lakh
1321,-,Hyderabad,BMW,X3,xDrive 20d xLine,2017,Diesel,Automatic,"65,000 kms",33 Lakh
1322,-,Hyderabad,Renault,KWID,1.0 RXT Optional,2017,Petrol,Manual,"18,725 kms",3.6 Lakh
1323,-,Hyderabad,Maruti,Swift Dzire,VDI Optional,2016,Diesel,Manual,"68,604 kms",6.4 Lakh
1324,-,Hyderabad,Maruti,Swift Dzire,VXI,2013,Petrol,Manual,"68,028 kms",4.55 Lakh
1325,-,Hyderabad,Toyota,Fortuner,2.8 4WD MT BSIV,2017,Diesel,Manual,"1,65,663 kms",25.5 Lakh
1326,-,Hyderabad,Maruti,Swift,ZDI Plus,2018,Diesel,Manual,"90,432 kms",7.25 Lakh
1327,-,Hyderabad,Maruti,Celerio,ZXI,2019,Petrol,Manual,"21,000 kms",5.5 Lakh
1328,-,Hyderabad,Maruti,Alto 800,VXI,2013,Petrol,Manual,"55,000 kms",2.45 Lakh
1329,-,Hyderabad,Mahindra,XUV500,W10 AWD,2017,Diesel,Manual,"1,25,000 kms",13.5 Lakh
1330,-,Hyderabad,Maruti,Swift Dzire,ZDI,2013,Diesel,Manual,"80,000 kms",5.5 Lakh
1331,-,Hyderabad,Honda,Amaze,S i-DTEC,2018,Diesel,Manual,"86,000 kms",5.65 Lakh
1332,-,Hyderabad,Volkswagen,Vento,1.5 TDI Comfortline,2014,Diesel,Manual,"88,969 kms",5.75 Lakh
1333,-,Hyderabad,Skoda,Octavia,Elegance 2.0 TDI AT,2015,Diesel,Automatic,"94,000 kms",12.5 Lakh
1334,-,Hyderabad,Hyundai,Verna,1.6 SX,2013,Diesel,Manual,"1,08,000 kms",4.99 Lakh
1335,-,Hyderabad,Maruti,Swift Dzire,VXI,2014,Petrol,Manual,"65,000 kms",5.5 Lakh
1336,-,Hyderabad,Maruti,Swift Dzire,VXI,2016,Petrol,Manual,"88,000 kms",5.99 Lakh
1337,-,Hyderabad,Chevrolet,Captiva,LT,2008,Diesel,Manual,"1,16,532 kms",4 Lakh
1338,-,Hyderabad,Hyundai,i20,Sportz 1.2,2014,Petrol,Manual,"28,650 kms",6.4 Lakh
1339,-,Hyderabad,Maruti,Omni,8 Seater BSIV,2016,Petrol,Manual,"26,000 kms",2.1 Lakh
1340,-,Hyderabad,Jaguar,XJ,3.0L Portfolio,2016,Diesel,Automatic,"30,000 kms",56 Lakh
1341,-,Hyderabad,Mahindra,XUV500,W7 BSIV,2019,Diesel,Manual,"22,626 kms",16.5 Lakh
1342,-,Hyderabad,Ford,Fiesta,1.6 ZXi Leather,2006,Petrol,Manual,"90,000 kms",1.4 Lakh
1343,-,Hyderabad,Honda,City,GXi,2008,Petrol,Manual,"93,000 kms",2.75 Lakh
1344,-,Hyderabad,Honda,CR-V,2.4 AT,2007,Petrol,Automatic,"96,000 kms",5.25 Lakh
1345,-,Hyderabad,Maruti,Wagon R,VXI 1.2 BSIV,2013,Petrol,Manual,"37,000 kms",3.45 Lakh
1346,-,Hyderabad,Maruti,Alto 800,VXI,2018,Petrol,Manual,"14,000 kms",3.55 Lakh
1347,-,Hyderabad,Hyundai,Verna,1.6 SX CRDi (O),2013,Diesel,Manual,"72,000 kms",5.85 Lakh
1348,-,Hyderabad,Mahindra,Scorpio,VLX 2WD BSIV,2012,Diesel,Manual,"1,12,898 kms",4.85 Lakh
1349,-,Hyderabad,Maruti,Swift,VXI Optional,2017,Petrol,Manual,"59,895 kms",5.95 Lakh
1350,-,Hyderabad,Maruti,Ertiga,VDI,2014,Diesel,Manual,"84,000 kms",6.6 Lakh
1351,-,Hyderabad,Mahindra,Quanto,C8,2014,Diesel,Manual,"1,47,000 kms",3.99 Lakh
1352,-,Hyderabad,Hyundai,Verna,1.6 SX VTVT,2011,Petrol,Manual,"88,893 kms",3.5 Lakh
1353,-,Hyderabad,Renault,KWID,1.0 RXT Optional,2018,Petrol,Manual,"14,656 kms",3.8 Lakh
1354,-,Hyderabad,Volkswagen,Ameo,1.5 TDI Trendline,2018,Diesel,Manual,"32,360 kms",5.5 Lakh
1355,-,Hyderabad,Maruti,Vitara Brezza,VDi,2018,Diesel,Manual,"84,000 kms",8.7 Lakh
1356,-,Hyderabad,Maruti,Baleno,1.2 Delta,2018,Petrol,Manual,"24,000 kms",6.85 Lakh
1357,-,Hyderabad,Hyundai,Verna,1.6 SX CRDi (O),2012,Diesel,Manual,"1,20,000 kms",5.9 Lakh
1358,-,Hyderabad,Maruti,Ritz,LDi,2016,Diesel,Manual,"78,296 kms",3.9 Lakh
1359,-,Hyderabad,Toyota,Etios,G,2013,Petrol,Manual,"48,698 kms",4.25 Lakh
1360,-,Hyderabad,Hyundai,i10,Magna,2012,Petrol,Manual,"55,000 kms",3.45 Lakh
1361,-,Hyderabad,Maruti,Alto 800,LXI,2018,Petrol,Manual,"12,124 kms",3.5 Lakh
1362,-,Hyderabad,Maruti,Swift,VXI,2011,Petrol,Manual,"70,000 kms",3.9 Lakh
1363,-,Hyderabad,Skoda,Superb,Elegance 2.0 TDI CR AT,2011,Diesel,Automatic,"75,000 kms",6.5 Lakh
1364,-,Hyderabad,Audi,A4,2.0 TDI 177 Bhp Premium Plus,2014,Diesel,Automatic,"69,000 kms",17.5 Lakh
1365,-,Hyderabad,Mahindra,E Verito,D2,2018,Electric,Automatic,"50,130 kms",4.5 Lakh
1366,-,Hyderabad,Ford,Ecosport,1.5 TDCi Titanium Plus BSIV,2016,Diesel,Manual,"75,300 kms",6.95 Lakh
1367,-,Hyderabad,Honda,CR-V,2.4 AT,2007,Petrol,Automatic,"1,76,000 kms",3.99 Lakh
1368,-,Hyderabad,Maruti,Swift Dzire,AMT ZDI,2016,Diesel,Automatic,"81,000 kms",6.99 Lakh
